Date,Ocean,Region,Location,Depth (m),Temperature (ºC),Salinity (PSU),Phosphate (mg/L),Silicate (mg/L),Nitrate (mg/L),pH,Chlorophyll (µg/L),Alkalinity (mg/L),Dissolved Organic Carbon (µmol/kg),Iron (mg/L),Latitude,Longitude
2018-09-19,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,30.4,33.5198,NA,NA,NA,7.9545,NA,124.54847347347348,2189.9329,NA,29.21532,-81.62248
2018-09-19,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,30.4,34.7893,NA,NA,NA,7.9877,NA,121.83647147147147,2110.038,NA,29.21532,-81.62248
2018-09-19,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,30.7,35.2224,NA,NA,NA,7.9826,NA,120.7404104104104,2087.3322,NA,29.21532,-81.62248
2018-09-19,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,28.8,35.3974,NA,NA,NA,8.0013,NA,119.64690190190188,2071.8721,NA,29.21532,-81.62248
2018-09-19,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,29,30.224,NA,NA,NA,7.8985,NA,131.21928428428427,2381.6364,NA,29.21532,-81.62248
2018-09-20,Atlantic,Florida Keys,Florida Keys,0,31.1,36.2688,NA,NA,NA,7.9156,NA,119.77182182182183,2099.6868,NA,24.81439,-80.60963
2018-09-20,Atlantic,Florida Keys,Florida Keys,0,31.1,36.274,NA,NA,NA,7.9449,NA,120.24751251251251,2090.3829,NA,24.81439,-80.60963
2018-09-20,Atlantic,Florida Keys,Florida Keys,0,30.9,36.1719,NA,NA,NA,7.9966,NA,119.05901401401401,2038.722,NA,24.81439,-80.60963
2018-09-20,Atlantic,Florida Keys,Florida Keys,0,31,36.1876,NA,NA,NA,7.995,NA,118.85993493493493,2035.0825,NA,24.81439,-80.60963
2018-09-20,Atlantic,Florida Keys,Florida Keys,0,31.1,36.3055,NA,NA,NA,7.9014,NA,119.75325325325325,2107.5386,NA,24.81439,-80.60963
2018-09-20,Atlantic,Florida Keys,Florida Keys,0,31.2,36.3199,NA,NA,NA,7.8636,NA,119.83551551551551,2130.0674,NA,24.81439,-80.60963
2018-09-20,Atlantic,Florida Keys,Florida Keys,0,31.2,36.3055,NA,NA,NA,7.8656,NA,119.90159659659658,2130.2852,NA,24.81439,-80.60963
2018-09-26,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,29.7,35.269,NA,NA,NA,8.0242,NA,120.25129129129128,2060.784,NA,29.21532,-81.62248
2018-09-26,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,29.8,35.3752,NA,NA,NA,8.0266,NA,119.87129629629628,2050.6093,NA,29.21532,-81.62248
2018-09-26,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,29.9,35.2651,NA,NA,NA,8.0284,NA,120.30053553553553,2057.0285,NA,29.21532,-81.62248
2018-09-26,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,30,35.4,NA,NA,NA,8.0224,NA,119.69730230230229,2048.0805,NA,29.21532,-81.62248
2018-09-26,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,30,35.3987,NA,NA,NA,8.0319,NA,120.02889389389388,2047.8383,NA,29.21532,-81.62248
2018-09-26,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,30.3,34.803,NA,NA,NA,8.0002,NA,121.06079079079079,2088.9552,NA,29.21532,-81.62248
2018-10-11,Atlantic,Florida Keys,Florida Keys,0,28.4,36.0251,NA,NA,NA,7.8859,NA,118.21204704704704,2111.9285,NA,24.81439,-80.60963
2018-10-11,Atlantic,Florida Keys,Florida Keys,0,28.2,35.864,NA,NA,NA,7.916,NA,118.4493993993994,2102.3158,NA,24.81439,-80.60963
2018-10-11,Atlantic,Florida Keys,Florida Keys,0,28.1,35.8207,NA,NA,NA,7.9254,NA,118.91576076076076,2106.7286,NA,24.81439,-80.60963
2018-10-11,Atlantic,Florida Keys,Florida Keys,0,28.4,35.9583,NA,NA,NA,7.9479,NA,118.78921921921922,2087.8997,NA,24.81439,-80.60963
2018-10-11,Atlantic,Florida Keys,Florida Keys,0,28.4,35.9649,NA,NA,NA,7.9766,NA,119.05603603603602,2075.635,NA,24.81439,-80.60963
2018-10-11,Atlantic,Florida Keys,Florida Keys,0,28.4,35.9426,NA,NA,NA,7.9534,NA,118.638013013013,2082.0162,NA,24.81439,-80.60963
2018-10-11,Atlantic,Florida Keys,Florida Keys,0,28.4,35.9295,NA,NA,NA,7.961,NA,119.25076076076076,2088.8361,NA,24.81439,-80.60963
2018-10-11,Atlantic,Florida Keys,Florida Keys,0,28.4,35.9282,NA,NA,NA,7.9315,NA,118.45776276276275,2091.5724,NA,24.81439,-80.60963
2018-10-11,Atlantic,Florida Keys,Florida Keys,0,28.7,35.9701,NA,NA,NA,8.0266,NA,119.40356856856857,2047.8837,NA,24.81439,-80.60963
2018-10-11,Atlantic,Florida Keys,Florida Keys,0,28.6,35.9216,NA,NA,NA,8.032,NA,118.93865365365365,2037.3841,NA,24.81439,-80.60963
2018-10-11,Atlantic,Florida Keys,Florida Keys,0,28.6,35.9793,NA,NA,NA,8.0471,NA,119.61044044044043,2039.1041,NA,24.81439,-80.60963
2018-10-25,Atlantic,Florida Keys,Florida Keys,0,27.7,36.0395,NA,NA,NA,8.0293,NA,119.44032032032032,2055.6618,NA,24.81439,-80.60963
2018-10-25,Atlantic,Florida Keys,Florida Keys,0,27.7,36.0264,NA,NA,NA,8.0512,NA,119.7218118118118,2046.6983,NA,24.81439,-80.60963
2018-10-25,Atlantic,Florida Keys,Florida Keys,0,27.7,35.9989,NA,NA,NA,8.0464,NA,119.42653653653652,2044.7381,NA,24.81439,-80.60963
2018-10-25,Atlantic,Florida Keys,Florida Keys,0,27.7,36.0107,NA,NA,NA,8.0538,NA,119.83245245245243,2047.1126,NA,24.81439,-80.60963
2018-10-25,Atlantic,Florida Keys,Florida Keys,0,27.7,36.0186,NA,NA,NA,8.0281,NA,119.24710710710711,2053.106,NA,24.81439,-80.60963
2018-10-25,Atlantic,Florida Keys,Florida Keys,0,27.8,36.05,NA,NA,NA,8.0427,NA,119.84295795795796,2053.2537,NA,24.81439,-80.60963
2018-10-25,Atlantic,Florida Keys,Florida Keys,0,27.8,36.0736,NA,NA,NA,8.0274,NA,119.3313213213213,2053.6574,NA,24.81439,-80.60963
2018-10-29,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,27.2,35.881,NA,NA,NA,8.0329,NA,118.83678678678677,2048.3861,NA,29.21532,-81.62248
2018-10-29,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,27.4,35.8849,NA,NA,NA,8.0408,NA,119.39534034034034,2051.554,NA,29.21532,-81.62248
2018-10-29,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,27.4,35.919,NA,NA,NA,8.0413,NA,119.39546046046046,2050.9655,NA,29.21532,-81.62248
2018-10-29,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,27.4,35.9478,NA,NA,NA,8.0467,NA,119.48997997997996,2048.9689,NA,29.21532,-81.62248
2018-10-29,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,27.4,35.9203,NA,NA,NA,8.0432,NA,119.44951451451449,2050.7194,NA,29.21532,-81.62248
2018-10-29,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,27.2,35.9518,NA,NA,NA,8.0513,NA,119.4523023023023,2047.1565,NA,29.21532,-81.62248
2018-10-29,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,27.4,36.0002,NA,NA,NA,8.0464,NA,119.2402052052052,2044.2517,NA,29.21532,-81.62248
2018-10-30,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,27.6,35.9243,NA,NA,NA,8.0378,NA,119.30417417417416,2049.6393,NA,29.21532,-81.62248
2018-10-30,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,27.4,35.9321,NA,NA,NA,8.0414,NA,119.39036536536535,2050.7016,NA,29.21532,-81.62248
2018-10-30,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,27.6,35.902,NA,NA,NA,8.034,NA,119.21925425425425,2050.6982,NA,29.21532,-81.62248
2018-10-30,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,27.8,35.9138,NA,NA,NA,8.0338,NA,119.35994994994994,2051.364,NA,29.21532,-81.62248
2018-10-30,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,27.5,35.919,NA,NA,NA,8.0389,NA,119.32038538538536,2050.2093,NA,29.21532,-81.62248
2018-10-30,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,27.5,35.8967,NA,NA,NA,8.0493,NA,119.47209709709708,2046.4093,NA,29.21532,-81.62248
2018-10-31,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,27.3,35.9334,NA,NA,NA,8.0469,NA,119.33623123123122,2047.1353,NA,29.21532,-81.62248
2018-10-31,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,27.6,35.9505,NA,NA,NA,8.0467,NA,119.45093593593592,2046.3194,NA,29.21532,-81.62248
2018-10-31,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,27.4,35.9295,NA,NA,NA,8.0453,NA,119.52757257257257,2050.6817,NA,29.21532,-81.62248
2018-10-31,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,27.4,35.8928,NA,NA,NA,8.0469,NA,119.48303303303304,2049.1496,NA,29.21532,-81.62248
2018-10-31,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,27.4,35.9177,NA,NA,NA,8.0435,NA,119.45218718718718,2050.5768,NA,29.21532,-81.62248
2018-10-31,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,27.3,35.9203,NA,NA,NA,8.0493,NA,119.32963463463463,2045.5438,NA,29.21532,-81.62248
2018-11-01,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,27.2,35.9033,NA,NA,NA,8.0396,NA,119.41598098098098,2054.4071,NA,29.21532,-81.62248
2018-11-04,Atlantic,Florida Keys,Florida Keys,0,27.1,36.2662,NA,NA,NA,8.0283,NA,119.23004004004002,2056.3029,NA,24.81439,-80.60963
2018-11-04,Atlantic,Florida Keys,Florida Keys,0,27.2,36.2544,NA,NA,NA,8.0292,NA,119.2583933933934,2055.3933,NA,24.81439,-80.60963
2018-11-04,Atlantic,Florida Keys,Florida Keys,0,27.2,36.257,NA,NA,NA,8.0322,NA,119.32657657657657,2054.7059,NA,24.81439,-80.60963
2018-11-04,Atlantic,Florida Keys,Florida Keys,0,27.2,36.2675,NA,NA,NA,8.0329,NA,119.47644144144142,2056.8867,NA,24.81439,-80.60963
2018-11-04,Atlantic,Florida Keys,Florida Keys,0,27.2,36.2662,NA,NA,NA,8.0336,NA,119.67247747747746,2060.0128,NA,24.81439,-80.60963
2018-11-04,Atlantic,Florida Keys,Florida Keys,0,27.2,36.2321,NA,NA,NA,8.0279,NA,119.41225225225224,2059.1857,NA,24.81439,-80.60963
2018-11-04,Atlantic,Florida Keys,Florida Keys,0,27.2,36.274,NA,NA,NA,8.0301,NA,119.40372372372372,2057.3161,NA,24.81439,-80.60963
2018-11-04,Atlantic,Florida Keys,Florida Keys,0,27.4,36.2557,NA,NA,NA,8.033,NA,119.62542542542542,2057.7344,NA,24.81439,-80.60963
2018-11-04,Atlantic,Florida Keys,Florida Keys,0,27.7,36.1129,NA,NA,NA,8.0397,NA,119.27192692692692,2045.4039,NA,24.81439,-80.60963
2018-11-04,Atlantic,Florida Keys,Florida Keys,0,27.8,36.0789,NA,NA,NA,8.0428,NA,119.2712112112112,2042.7211,NA,24.81439,-80.60963
2018-11-20,Atlantic,Florida Keys,Florida Keys,0,25.8,36.1116,NA,NA,NA,8.0106,NA,119.973998998999,2093.737,NA,24.81439,-80.60963
2018-11-20,Atlantic,Florida Keys,Florida Keys,0,25.8,36.1178,NA,NA,NA,8.0114,NA,119.84847347347348,2090.896,NA,24.81439,-80.60963
2018-11-20,Atlantic,Florida Keys,Florida Keys,0,25.8,36.1247,NA,NA,NA,8.0107,NA,119.82557557557556,2090.8365,NA,24.81439,-80.60963
2018-11-20,Atlantic,Florida Keys,Florida Keys,0,25.8,36.0933,NA,NA,NA,8.0193,NA,119.92393393393392,2087.6628,NA,24.81439,-80.60963
2018-11-20,Atlantic,Florida Keys,Florida Keys,0,25.9,36.1011,NA,NA,NA,8.042,NA,120.31875875875876,2079.7419,NA,24.81439,-80.60963
2018-11-20,Atlantic,Florida Keys,Florida Keys,0,26,36.0828,NA,NA,NA,8.0301,NA,119.85048548548548,2077.9148,NA,24.81439,-80.60963
2018-11-20,Atlantic,Florida Keys,Florida Keys,0,26,36.1103,NA,NA,NA,8.0197,NA,119.88304804804805,2084.7074,NA,24.81439,-80.60963
2018-11-29,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,25.5,36.1797,NA,NA,NA,8.0559,NA,119.59350850850852,2061.0188,NA,29.21532,-81.62248
2018-11-29,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,26.1,36.2099,NA,NA,NA,8.056,NA,119.57599099099097,2054.7735,NA,29.21532,-81.62248
2018-11-29,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,26.2,36.1745,NA,NA,NA,8.0687,NA,119.96488488488488,2052.899,NA,29.21532,-81.62248
2018-11-29,Atlantic,Southeast Florida Coral Reef Initiative,Florida,0,26.3,36.2347,NA,NA,NA,8.052,NA,119.43428928928927,2052.6856,NA,29.21532,-81.62248
2018-12-14,Atlantic,Florida Keys,Florida Keys,0,22.3,36.1719,NA,NA,NA,8.0441,NA,119.98607607607607,2104.5035,NA,24.81439,-80.60963
2018-12-14,Atlantic,Florida Keys,Florida Keys,0,22.3,36.557,NA,NA,NA,8.0484000000000009,NA,119.99184684684685,2099.3163,NA,24.81439,-80.60963
2018-12-14,Atlantic,Florida Keys,Florida Keys,0,22.3,36.6185,NA,NA,NA,8.0558,NA,120.23901401401402,2098.9279,NA,24.81439,-80.60963
2018-12-14,Atlantic,Florida Keys,Florida Keys,0,22.7,36.557,NA,NA,NA,8.0512,NA,119.69386386386387,2088.6284,NA,24.81439,-80.60963
2018-12-14,Atlantic,Florida Keys,Florida Keys,0,22.9,36.5177,NA,NA,NA,8.0544,NA,119.71305805805805,2085.5168,NA,24.81439,-80.60963
2018-12-14,Atlantic,Florida Keys,Florida Keys,0,22.8,36.536,NA,NA,NA,8.0572,NA,119.74767267267266,2085.2445,NA,24.81439,-80.60963
2018-12-14,Atlantic,Florida Keys,Florida Keys,0,22.6,36.5792,NA,NA,NA,8.0458,NA,119.86149649649649,2095.6703,NA,24.81439,-80.60963
2018-12-14,Atlantic,Florida Keys,Florida Keys,0,22.1,36.7259,NA,NA,NA,7.9805,NA,120.80168168168167,2153.8532,NA,24.81439,-80.60963
2018-12-31,Atlantic,Florida Keys,Florida Keys,0,24.17,36.4286,NA,NA,NA,7.9615,NA,118.94729229229227,2115.1343,NA,24.81439,-80.60963
2018-12-31,Atlantic,Florida Keys,Florida Keys,0,24.17,36.4352,NA,NA,NA,7.9933,NA,119.861996996997,2113.855,NA,24.81439,-80.60963
2018-12-31,Atlantic,Florida Keys,Florida Keys,0,24.45,36.4325,NA,NA,NA,7.9726,NA,119.27426426426426,2112.5901,NA,24.81439,-80.60963
2018-12-31,Atlantic,Florida Keys,Florida Keys,0,24.95,36.4443,NA,NA,NA,7.9931,NA,119.91144644644643,2108.1302,NA,24.81439,-80.60963
2018-12-31,Atlantic,Florida Keys,Florida Keys,0,25.1,36.7167,NA,NA,NA,7.9624,NA,120.75047047047046,2138.2037,NA,24.81439,-80.60963
2018-12-31,Atlantic,Florida Keys,Florida Keys,0,24.91,36.4443,NA,NA,NA,8.0016,NA,119.9805005005005,2104.7137,NA,24.81439,-80.60963
2018-12-31,Atlantic,Florida Keys,Florida Keys,0,24.91,36.4653,NA,NA,NA,7.9803,NA,119.78117617617616,2113.3687,NA,24.81439,-80.60963
2018-12-31,Atlantic,Florida Keys,Florida Keys,0,25.05,36.4338,NA,NA,NA,8.0248,NA,119.64856356356356,2083.5475,NA,24.81439,-80.60963
2018-12-31,Atlantic,Florida Keys,Florida Keys,0,25.59,36.3369,NA,NA,NA,8.0177,NA,118.84855855855855,2069.1512,NA,24.81439,-80.60963
2018-12-31,Atlantic,Florida Keys,Florida Keys,0,26.06,36.2924,NA,NA,NA,8.0515,NA,119.10162662662663,2048.8156,NA,24.81439,-80.60963
2019-01-14,Atlantic,Florida Keys,Florida Keys,0,24.5,36.35656567,NA,NA,NA,8.078400306,NA,119.46893928928928,2053.160046,NA,24.81439,-80.60963
2019-01-14,Atlantic,Florida Keys,Florida Keys,0,24.3,36.37228407,NA,NA,NA,8.068429882,NA,119.3629235235235,2059.335028,NA,24.81439,-80.60963
2019-01-14,Atlantic,Florida Keys,Florida Keys,0,23.1,36.48492858,NA,NA,NA,8.095647645,NA,120.29186281281281,2069.510205,NA,24.81439,-80.60963
2019-01-14,Atlantic,Florida Keys,Florida Keys,0,23,36.51898251,NA,NA,NA,8.089529499,NA,120.19469394394395,2072.337524,NA,24.81439,-80.60963
2019-01-14,Atlantic,Florida Keys,Florida Keys,0,23,36.516363,NA,NA,NA,8.094784079,NA,120.264642992993,2070.291741,NA,24.81439,-80.60963
2019-01-14,Atlantic,Florida Keys,Florida Keys,0,23.1,36.54386765,NA,NA,NA,8.0873518,NA,120.52087847847848,2078.448637,NA,24.81439,-80.60963
2019-01-14,Atlantic,Florida Keys,Florida Keys,0,23.2,36.53600922,NA,NA,NA,8.074999255,NA,120.1279034034034,2078.216704,NA,24.81439,-80.60963
2019-01-14,Atlantic,Florida Keys,Florida Keys,0,23.2,36.52815076,NA,NA,NA,8.078020548,NA,120.0380018018018,2074.763681,NA,24.81439,-80.60963
2019-01-14,Atlantic,Florida Keys,Florida Keys,0,23.3,36.54386765,NA,NA,NA,8.065108968,NA,119.99418498498497,2080.93763,NA,24.81439,-80.60963
2019-01-14,Atlantic,Florida Keys,Florida Keys,0,23.3,36.51112397,NA,NA,NA,8.089191175,NA,120.36166456456456,2072.740017,NA,24.81439,-80.60963
2019-01-14,Atlantic,Florida Keys,Florida Keys,0,23.3,36.52684101,NA,NA,NA,8.08387035,NA,120.32902342342341,2075.40015,NA,24.81439,-80.60963
2019-01-30,Atlantic,Florida Keys,Florida Keys,0,20.6,36.2543927,NA,NA,NA,8.073215712,NA,120.51592647647647,2112.429351,NA,24.81439,-80.60963
2019-01-30,Atlantic,Florida Keys,Florida Keys,0,20.6,36.24522304,NA,NA,NA,8.055630667,NA,120.02203668668668,2113.76168,NA,24.81439,-80.60963
2019-01-30,Atlantic,Florida Keys,Florida Keys,0,20.6,36.26618218,NA,NA,NA,8.063582054,NA,120.54532052052052,2118.561459,NA,24.81439,-80.60963
2019-01-30,Atlantic,Florida Keys,Florida Keys,0,20.7,36.24260313,NA,NA,NA,8.060783648,NA,120.26254569569569,2114.30274,NA,24.81439,-80.60963
2019-01-30,Atlantic,Florida Keys,Florida Keys,0,20.8,36.21902378,NA,NA,NA,8.079476609,NA,120.25991916916917,2102.477468,NA,24.81439,-80.60963
2019-01-30,Atlantic,Florida Keys,Florida Keys,0,20.8,36.22164372,NA,NA,NA,8.080045827,NA,120.5124748248248,2106.720332,NA,24.81439,-80.60963
2019-01-30,Atlantic,Florida Keys,Florida Keys,0,20.8,36.26880206,NA,NA,NA,8.061218926,NA,120.59181266266266,2118.996675,NA,24.81439,-80.60963
2019-02-12,Atlantic,Florida Keys,Florida Keys,0,24.1,36.45349362,NA,NA,NA,8.041878412,NA,120.4912134134134,2097.480962,NA,24.81439,-80.60963
2019-02-12,Atlantic,Florida Keys,Florida Keys,0,24.1,36.45742302,NA,NA,NA,8.038128133,NA,120.15423683683683,2093.619122,NA,24.81439,-80.60963
2019-02-12,Atlantic,Florida Keys,Florida Keys,0,24.1,36.45218381,NA,NA,NA,8.039407121,NA,120.42910895895895,2097.873449,NA,24.81439,-80.60963
2019-02-12,Atlantic,Florida Keys,Florida Keys,0,24.1,36.47445032,NA,NA,NA,8.042253653,NA,120.49714639639637,2097.204434,NA,24.81439,-80.60963
2019-02-12,Atlantic,Florida Keys,Florida Keys,0,24.1,36.45742302,NA,NA,NA,8.053023519,NA,120.5563142142142,2091.764459,NA,24.81439,-80.60963
2019-02-12,Atlantic,Florida Keys,Florida Keys,0,24.2,36.44956421,NA,NA,NA,8.040876482,NA,120.25705905905905,2092.947985,NA,24.81439,-80.60963
2019-02-12,Atlantic,Florida Keys,Florida Keys,0,24.3,36.48623836,NA,NA,NA,8.047954208,NA,120.47135095095095,2091.280646,NA,24.81439,-80.60963
2019-02-12,Atlantic,Florida Keys,Florida Keys,0,24.3,36.56613302,NA,NA,NA,8.018698236,NA,121.59004344344343,2128.930649,NA,24.81439,-80.60963
2019-02-12,Atlantic,Florida Keys,Florida Keys,0,24.6,36.29369068,NA,NA,NA,8.059641142,NA,119.73781666666666,2069.36853,NA,24.81439,-80.60963
2019-02-12,Atlantic,Florida Keys,Florida Keys,0,25.5,36.12470325,NA,NA,NA,8.04644615,NA,118.55120795795796,2048.97669,NA,24.81439,-80.60963
2019-02-12,Atlantic,Florida Keys,Florida Keys,0,25.6,36.11160279,NA,NA,NA,8.056557902,NA,118.68617022022022,2044.261056,NA,24.81439,-80.60963
2019-02-26,Atlantic,Florida Keys,Florida Keys,0,26.3,36.42467775,NA,NA,NA,7.994776502,NA,120.52063228228228,2106.799183,NA,24.81439,-80.60963
2019-02-26,Atlantic,Florida Keys,Florida Keys,0,26.2,36.40764997,NA,NA,NA,8.008967475,NA,121.02179184184185,2108.289966,NA,24.81439,-80.60963
2019-02-26,Atlantic,Florida Keys,Florida Keys,0,26.2,36.39324172,NA,NA,NA,8.006007758,NA,120.62715655655656,2103.041027,NA,24.81439,-80.60963
2019-02-26,Atlantic,Florida Keys,Florida Keys,0,26,36.4089598,NA,NA,NA,8.015860142,NA,121.14381686686687,2108.09269,NA,24.81439,-80.60963
2019-02-26,Atlantic,Florida Keys,Florida Keys,0,26.1,36.43646611,NA,NA,NA,7.996647704,NA,120.70147737737737,2110.685436,NA,24.81439,-80.60963
2019-02-26,Atlantic,Florida Keys,Florida Keys,0,26.6,36.41681879,NA,NA,NA,7.996039087,NA,120.75028988988988,2107.54355,NA,24.81439,-80.60963
2019-02-26,Atlantic,Florida Keys,Florida Keys,0,26.6,36.44301517,NA,NA,NA,8.007004486,NA,121.0705719219219,2106.42897,NA,24.81439,-80.60963
2019-03-16,Atlantic,Florida Keys,Florida Keys,0,26.8,36.28714108,NA,NA,NA,8.023340007,NA,118.53644519519517,2049.706891,NA,24.81439,-80.60963
2019-03-16,Atlantic,Florida Keys,Florida Keys,0,26.5,36.33691747,NA,NA,NA,8.033665068,NA,119.08387307307306,2055.586435,NA,24.81439,-80.60963
2019-03-16,Atlantic,Florida Keys,Florida Keys,0,26.3,36.42729739,NA,NA,NA,8.040911408,NA,118.9185645145145,2049.25047,NA,24.81439,-80.60963
2019-03-16,Atlantic,Florida Keys,Florida Keys,0,26.5,36.92626947,NA,NA,NA,8.087964928,NA,118.44367007007006,2004.388496,NA,24.81439,-80.60963
2019-03-16,Atlantic,Florida Keys,Florida Keys,0,26.5,36.9223411,NA,NA,NA,8.101680358,NA,118.81166576576577,2001.759648,NA,24.81439,-80.60963
2019-03-16,Atlantic,Florida Keys,Florida Keys,0,26.6,36.80841465,NA,NA,NA,8.101004346,NA,119.26755395395395,2010.223278,NA,24.81439,-80.60963
2019-03-16,Atlantic,Florida Keys,Florida Keys,0,26.4,36.94198286,NA,NA,NA,8.102834684,NA,118.76422077077076,2000.998739,NA,24.81439,-80.60963
2019-03-16,Atlantic,Florida Keys,Florida Keys,0,26.4,36.94067341,NA,NA,NA,8.100556368,NA,118.7183239239239,2001.732519,NA,24.81439,-80.60963
2019-03-16,Atlantic,Florida Keys,Florida Keys,0,26.7,36.75210348,NA,NA,NA,8.085223806,NA,119.21690250250249,2019.383077,NA,24.81439,-80.60963
2019-03-16,Atlantic,Florida Keys,Florida Keys,0,26.4,36.90269913,NA,NA,NA,8.10356451,NA,118.74958838838837,2000.568944,NA,24.81439,-80.60963
2019-03-16,Atlantic,Florida Keys,Florida Keys,0,26.5,35.72902733,NA,NA,NA,8.091141861,NA,119.68682927927928,2034.192775,NA,24.81439,-80.60963
2019-03-31,Atlantic,Florida Keys,Florida Keys,0,24.4,36.79662873,NA,NA,NA,8.135065862,NA,118.91760835835834,2003.652064,NA,24.81439,-80.60963
2019-03-31,Atlantic,Florida Keys,Florida Keys,0,24.5,36.78353319,NA,NA,NA,8.132750125,NA,118.93195470470471,2004.549781,NA,24.81439,-80.60963
2019-03-31,Atlantic,Florida Keys,Florida Keys,0,24.5,36.83329576,NA,NA,NA,8.140131031,NA,118.78388868868868,1996.522696,NA,24.81439,-80.60963
2019-03-31,Atlantic,Florida Keys,Florida Keys,0,24.4,36.80055738,NA,NA,NA,8.1375768570000009,NA,119.02014994994994,2003.743832,NA,24.81439,-80.60963
2019-03-31,Atlantic,Florida Keys,Florida Keys,0,24.6,36.75996095,NA,NA,NA,8.133620413,NA,119.09909674674674,2006.097401,NA,24.81439,-80.60963
2019-03-31,Atlantic,Florida Keys,Florida Keys,0,24.5,36.75341306,NA,NA,NA,8.134249149,NA,119.08735555555556,2006.546281,NA,24.81439,-80.60963
2019-03-31,Atlantic,Florida Keys,Florida Keys,0,24.5,36.75210348,NA,NA,NA,8.129360266,NA,119.09656631631631,2010.012762,NA,24.81439,-80.60963
2019-04-20,Atlantic,Florida Keys,Florida Keys,0,26.9,36.61197261,NA,NA,NA,8.054555809,NA,119.74316446446446,2048.138008,NA,24.81439,-80.60963
2019-04-20,Atlantic,Florida Keys,Florida Keys,0,26.9,36.6001854,NA,NA,NA,8.059077424,NA,119.89808628628629,2048.058264,NA,24.81439,-80.60963
2019-04-20,Atlantic,Florida Keys,Florida Keys,0,26.9,36.61197261,NA,NA,NA,8.057284496,NA,119.7416046046046,2046.332358,NA,24.81439,-80.60963
2019-04-20,Atlantic,Florida Keys,Florida Keys,0,26.9,36.61197261,NA,NA,NA,8.063736133,NA,119.76758958958958,2042.574654,NA,24.81439,-80.60963
2019-04-20,Atlantic,Florida Keys,Florida Keys,0,26.9,36.60542417,NA,NA,NA,8.038087281,NA,119.66580835835833,2057.42023,NA,24.81439,-80.60963
2019-04-20,Atlantic,Florida Keys,Florida Keys,0,26.9,36.61721134,NA,NA,NA,8.064153359,NA,120.2702813313313,2051.253344,NA,24.81439,-80.60963
2019-04-20,Atlantic,Florida Keys,Florida Keys,0,26.9,36.61328229,NA,NA,NA,8.055916885,NA,119.79033593593591,2048.087222,NA,24.81439,-80.60963
2019-04-29,Atlantic,Florida Keys,Florida Keys,0,27.4,37.14231634,NA,NA,NA,8.100880895,NA,118.99577242242242,1994.454697,NA,24.81439,-80.60963
2019-04-29,Atlantic,Florida Keys,Florida Keys,0,27.4,37.12136749,NA,NA,NA,8.108005181,NA,119.4404584084084,1997.558934,NA,24.81439,-80.60963
2019-04-29,Atlantic,Florida Keys,Florida Keys,0,27.4,37.07161299,NA,NA,NA,8.095737857,NA,118.93984934934933,1997.583673,NA,24.81439,-80.60963
2019-04-29,Atlantic,Florida Keys,Florida Keys,0,27.4,37.09649041,NA,NA,NA,8.109961372,NA,119.45795345345344,1996.717585,NA,24.81439,-80.60963
2019-04-29,Atlantic,Florida Keys,Florida Keys,0,27.4,37.14755351,NA,NA,NA,8.100822703,NA,118.95691721721722,1993.764022,NA,24.81439,-80.60963
2019-04-29,Atlantic,Florida Keys,Florida Keys,0,27.4,37.25622135,NA,NA,NA,8.060922764,NA,119.27118168168168,2025.455881,NA,24.81439,-80.60963
