Date,Ocean,Region,Location,Depth (m),Temperature (ºC),Salinity (PSU),Phosphate (µmol/kg),Silicate (µmol/kg),Nitrate (µmol/kg),pH,Chlorophyll (µg/L),Alkalinity (µEq/L),Dissolved Organic Carbon (µmol/kg),Iron (mg/L)
6/2/16,Atlantic,Florida Keys,Florida Keys,0,29.7,35.1,,,,8.116,,2308.5,1900,
6/2/16,Atlantic,Florida Keys,Florida Keys,0,29.8,35.4,,,,8.115,,2303.1,1894.8,
6/2/16,Atlantic,Florida Keys,Florida Keys,0,29.9,35.4,,,,8.106,,2284.7,1882.9,
6/2/16,Atlantic,Florida Keys,Florida Keys,0,29.9,35.4,,,,8.108,,2286.2,1883.9,
6/2/16,Atlantic,Florida Keys,Florida Keys,0,29.6,35.1,,,,8.132,,2366.5,1939.2,
6/2/16,Atlantic,Florida Keys,Florida Keys,0,29.6,34.9,,,,8.073,,2381.9,1994.7,
6/2/16,Atlantic,Florida Keys,Florida Keys,0,28.6,34.8,,,,8.033,,2386.8,2035.9,
6/2/16,Atlantic,Florida Keys,Dry Tortugas,0,28.6,36.523525,,,,8.049,,2397.7,2030.5,
6/2/16,Atlantic,Florida Keys,Dry Tortugas,0,28.8,36.598179,,,,8.024,,2391.8,2038.3,
6/3/16,Atlantic,Florida Keys,Dry Tortugas,0,28.7,36.606385,,,,8.002,,2372.5,2037.8,
6/3/16,Atlantic,Florida Keys,Dry Tortugas,0,28.8,36.529112,,,,8.056,,2407.6,2038.5,
6/3/16,Atlantic,Florida Keys,Dry Tortugas,0,28.7,36.556617,,,,8.05,,2404.8,2035.7,
6/4/16,Atlantic,Florida Keys,Dry Tortugas,0,27.4,36.613895,,,,8.058,,2408,2044.5,
6/4/16,Atlantic,Florida Keys,Dry Tortugas,0,28.4,36.578882,,,,8.028,,2382.7,2034.1,
6/4/16,Atlantic,Florida Keys,Dry Tortugas,0,27.9,36.55103,,,,8.024,,2390,2044.2,
6/7/16,Atlantic,Puerto Rico,Puerto Rico,0,27.8,36.555307,,,,8.036,,2384,2044.3,
6/7/16,Atlantic,Puerto Rico,Puerto Rico,0,28.8,36.575301,,,,8.075,,2351.6,1979.3,
6/8/16,Atlantic,Florida Keys,Dry Tortugas,0,27.1,36.455765,,,,8.027,,2380.6,2040.7,
6/8/16,Atlantic,Puerto Rico,Puerto Rico,0,28.3,36.556965,,,,8.011,,2376.8,2049.1,
6/8/16,Atlantic,Florida Keys,Dry Tortugas,0,27.6,36.550068,,,,8.017,,2372.4,2038,
6/9/16,Atlantic,Florida Keys,Dry Tortugas,0,26,36.469825,,,,8.053,,2382,2035.1,
6/9/16,Atlantic,Puerto Rico,Puerto Rico,0,28.1,36.611973,,,,8.031,,2382.8,2042.8,
6/9/16,Atlantic,Puerto Rico,Puerto Rico,0,28.4,36.511124,,,,8.018,,2363.2,2031.5,
6/9/16,Atlantic,Puerto Rico,Puerto Rico,0,29,36.585779,,,,8.006,,2367.2,2036.5,
6/9/16,Atlantic,Florida Keys,Dry Tortugas,0,27.6,36.441357,,,,8.039,,2388.9,2037.7,
6/9/16,Atlantic,Puerto Rico,Puerto Rico,0,29.2,36.511124,,,,8.014,,2345.7,2011,
6/9/16,Atlantic,Florida Keys,Dry Tortugas,0,27.6,36.403372,,,,8.05,,2394,2035.5,
6/10/16,Atlantic,Florida Keys,Dry Tortugas,0,27.6,36.257975,,,,7.971,,2339.8,2036.5,
6/10/16,Atlantic,Puerto Rico,Puerto Rico,0,28.9,36.608044,,,,8.051,,2372.4,2012.6,
6/10/16,Atlantic,Florida Keys,Dry Tortugas,0,27.6,36.308714,,,,8.018,,2359.6,2025.5,
6/10/16,Atlantic,Puerto Rico,Puerto Rico,0,28.6,36.610663,,,,7.999,,2355.2,2034.1,
6/13/16,Atlantic,Puerto Rico,Puerto Rico,0,27.9,36.588398,,,,8.029,,2372.2,2037,
6/14/16,Atlantic,Puerto Rico,Puerto Rico,0,28.2,36.562204,,,,8.035,,2368.2,2026.5,
6/15/16,Atlantic,Puerto Rico,Puerto Rico,0,28.7,36.505885,,,,8.039,,2386.8,2036.3,
6/15/16,Atlantic,Puerto Rico,Puerto Rico,0,28.9,36.627689,,,,8.057,,2369.8,2006.4,
6/16/16,Atlantic,Florida Keys,Florida Keys,0,30.6,35.4,,,,8.008,,2315.6,1969.6,
6/16/16,Atlantic,Florida Keys,Florida Keys,0,30.5,35.3,,,,8.014,,2319.7,1970.3,
6/16/16,Atlantic,Florida Keys,Florida Keys,0,30.7,35.5,,,,8.018,,2312.1,1963,
6/16/16,Atlantic,Florida Keys,Florida Keys,0,30.7,35.5,,,,8.025,,2315.4,1963.1,
6/16/16,Atlantic,Florida Keys,Florida Keys,0,30.6,35.5,,,,8.025,,2317.8,1959.6,
6/16/16,Atlantic,Florida Keys,Florida Keys,0,30.8,35.5,,,,8.014,,2297.6,1951.5,
6/16/16,Atlantic,Florida Keys,Florida Keys,0,30.8,35.5,,,,8.005,,2289.7,1944.1,
6/16/16,Atlantic,Puerto Rico,Puerto Rico,0,29.8,36.495059,,,,7.997,,2273.9,1951.8,
6/17/16,Atlantic,Puerto Rico,Puerto Rico,0,29.2,36.585779,,,,8.023,,2366.2,2023.4,
6/21/16,Atlantic,Puerto Rico,Puerto Rico,0,29.5,36.363115,,,,8.039,,2390.4,2032.8,
6/23/16,Atlantic,Puerto Rico,Puerto Rico,0,29.5,36.338227,,,,8.044,,2388.2,2028.1,
6/23/16,Atlantic,Puerto Rico,Puerto Rico,0,29.5,36.211164,,,,8.026,,2353.9,2010.3,
6/23/16,Atlantic,Puerto Rico,Puerto Rico,0,29.5,36.237363,,,,8.034,,2350,2001.5,
7/1/16,Atlantic,Florida Keys,Florida Keys,0,32,35.9,,,,8.042,,2243.9,1869.7,
7/1/16,Atlantic,Florida Keys,Florida Keys,0,31.6,35.4,,,,8.031,,2309.7,1940.6,
7/1/16,Atlantic,Florida Keys,Florida Keys,0,31.6,35.4,,,,8.049,,2312.5,1929.7,
7/1/16,Atlantic,Florida Keys,Florida Keys,0,31.6,35.4,,,,8.051,,2311.2,1926.9,
7/1/16,Atlantic,Florida Keys,Florida Keys,0,31.6,35.5,,,,8.028,,2302.6,1936.6,
7/1/16,Atlantic,Florida Keys,Florida Keys,0,31.6,35.5,,,,8.027,,2310.6,1946.3,
7/1/16,Atlantic,Florida Keys,Florida Keys,0,31.6,35.4,,,,8.017,,2303,1942.1,
7/1/16,Atlantic,Florida Keys,Florida Keys,0,31.7,35.4,,,,8.035,,2312.3,1943,
7/1/16,Atlantic,Florida Keys,Florida Keys,0,31.6,35.3,,,,8.067,,2326.3,1929.8,
7/1/16,Atlantic,Florida Keys,Florida Keys,0,31.1,35.1,,,,8.041,,2347.5,1971.1,
7/1/16,Atlantic,Florida Keys,Florida Keys,0,30.7,34.9,,,,8.01,,2339.1,1988.2,
7/13/16,Atlantic,Puerto Rico,Puerto Rico,0,29.3,36.394552,,,,8.019,,2366.9,2026.6,
7/14/16,Atlantic,Florida Keys,Florida Keys,0,31.4,35.5,,,,7.999,,2318.3,1970.5,
7/14/16,Atlantic,Florida Keys,Florida Keys,0,31.3,35.5,,,,8,,2323.1,1974.8,
7/14/16,Atlantic,Florida Keys,Florida Keys,0,31.4,35.5,,,,7.989,,2312.1,1970.7,
7/14/16,Atlantic,Florida Keys,Florida Keys,0,31.3,35.5,,,,8.01,,2327.2,1975.3,
7/14/16,Atlantic,Florida Keys,Florida Keys,0,31.3,35.5,,,,7.998,,2320.7,1976.1,
7/14/16,Atlantic,Florida Keys,Florida Keys,0,31.4,35.5,,,,7.998,,2314.6,1971,
7/14/16,Atlantic,Florida Keys,Florida Keys,0,31.4,35.5,,,,8.003,,2319,1971,
7/17/16,Atlantic,Puerto Rico,Puerto Rico,0,28.7,36.519944,,,,8.056,,2400.9,2037.8,
7/17/16,Atlantic,Puerto Rico,Puerto Rico,0,29.1,36.514705,,,,8.037,,2388.2,2035.1,
7/18/16,Atlantic,Puerto Rico,Puerto Rico,0,28.2,36.564823,,,,8.052,,2402.1,2046.1,
7/18/16,Atlantic,Puerto Rico,Puerto Rico,0,28.2,36.543868,,,,8.025,,2388.5,2051.5,
7/18/16,Atlantic,Puerto Rico,Puerto Rico,0,28.5,36.501607,,,,8.014,,2375.7,2044.4,
7/18/16,Atlantic,Puerto Rico,Puerto Rico,0,29,36.005486,,,,8.042,,2356.4,2008.7,
7/19/16,Atlantic,Puerto Rico,Puerto Rico,0,28.9,36.038238,,,,8.024,,2349.8,2015.1,
7/19/16,Atlantic,Puerto Rico,Puerto Rico,0,28.9,36.088984,,,,8.028,,2353.4,2015,
7/19/16,Atlantic,Puerto Rico,Puerto Rico,0,29.1,36.046099,,,,8.029,,2351,2010.5,
7/20/16,Atlantic,Puerto Rico,Puerto Rico,0,29,35.989764,,,,8.024,,2343,2008.4,
7/21/16,Atlantic,Puerto Rico,Puerto Rico,0,29,36.258323,,,,8.004,,2335.5,2012.2,
7/21/16,Atlantic,Puerto Rico,Puerto Rico,0,29.1,35.9557,,,,8.034,,2347.7,2005.3,
7/21/16,Atlantic,Puerto Rico,Puerto Rico,0,29.5,36.06313,,,,8.045,,2338,1984.8,
7/22/16,Atlantic,Puerto Rico,Puerto Rico,0,29.1,35.961904,,,,8.024,,2339.3,2004.3,
7/25/16,Atlantic,Florida Keys,Florida Keys,0,29.929,36.385035,,,,8.031,,2390.2,2033.9,
7/25/16,Atlantic,Florida Keys,Florida Keys,0,29.51,36.381105,,,,8.023,,2392.2,2044.9,
7/25/16,Atlantic,Florida Keys,Florida Keys,0,29.162,36.30548,,,,8.022,,2385.7,2044.1,
7/25/16,Atlantic,Florida Keys,Florida Keys,0,30.518,36.655192,,,,7.987,,2329.6,2000.2,
7/25/16,Atlantic,Florida Keys,Florida Keys,0,29.591,36.32609,,,,8.017,,2387.5,2044.4,
7/25/16,Atlantic,Florida Keys,Florida Keys,0,29.271,36.275352,,,,8.016,,2381.8,2043.7,
7/25/16,Atlantic,Florida Keys,Florida Keys,0,30.774,36.699371,,,,8.004,,2291.6,1952.9,
7/25/16,Atlantic,Florida Keys,Florida Keys,0,30.218,36.344429,,,,8.14,,2494.8,2045.5,
7/25/16,Atlantic,Florida Keys,Florida Keys,0,29.677,36.322509,,,,8.027,,2367.5,2019,
7/25/16,Atlantic,Florida Keys,Florida Keys,0,29.547,36.271422,,,,8.017,,2374.9,2033.8,
7/25/16,Atlantic,Florida Keys,Florida Keys,0,29.726,36.397171,,,,8.037,,2376.9,2020.1,
7/25/16,Atlantic,Florida Keys,Florida Keys,0,29.56,36.281901,,,,8.034,,2368.2,2016.5,
7/26/16,Atlantic,Florida Keys,Florida Keys,0,30.194,36.453494,,,,8.023,,2379.8,2026.7,
7/26/16,Atlantic,Florida Keys,Florida Keys,0,30.199,36.343467,,,,8.02,,2390.7,2039.4,
7/26/16,Atlantic,Florida Keys,Florida Keys,0,30.593,36.494097,,,,7.973,,2319,2000.4,
7/26/16,Atlantic,Florida Keys,Florida Keys,0,30.75,36.813653,,,,8.006,,2326.8,1982.4,
7/26/16,Atlantic,Florida Keys,Florida Keys,0,30.146,36.389312,,,,8.024,,2375.9,2023.9,
7/26/16,Atlantic,Florida Keys,Florida Keys,0,28.9,36.399443,,,,8.02,,2382.7,2043.9,
7/26/16,Atlantic,Florida Keys,Florida Keys,0,29.7,36.400753,,,,8.027,,2382,2031.5,
7/26/16,Atlantic,Florida Keys,Florida Keys,0,29.818,36.535661,,,,7.974,,2299.9,1988.8,
7/26/16,Atlantic,Florida Keys,Florida Keys,0,30.08,36.70068,,,,7.991,,2329.6,2001.7,
7/26/16,Atlantic,Florida Keys,Florida Keys,0,30.299,36.8752,,,,7.989,,2288.3,1962.3,
7/26/16,Atlantic,Florida Keys,Florida Keys,0,30.414,37.000558,,,,7.919,,2100.5,1831,
7/26/16,Atlantic,Florida Keys,Florida Keys,0,30.185,36.861756,,,,7.958,,2131.9,1840.6,
7/26/16,Atlantic,Florida Keys,Florida Keys,0,29.477,36.435156,,,,8.018,,2371,2028.9,
7/26/16,Atlantic,Florida Keys,Florida Keys,0,29.688,36.518634,,,,8.017,,2378.9,2034.3,
7/26/16,Atlantic,Florida Keys,Florida Keys,0,29.498,36.452184,,,,8.01,,2381.8,2043.6,
7/26/16,Atlantic,Florida Keys,Florida Keys,0,29.55,36.383725,,,,7.995,,2303.1,1982.1,
7/26/16,Atlantic,Florida Keys,Florida Keys,0,30.172,36.32871,,,,7.888,,2041.4,1799.7,
7/26/16,Atlantic,Florida Keys,Florida Keys,0,30.217,36.217714,,,,7.856,,2165.4,1930.7,
7/26/16,Atlantic,Florida Keys,Florida Keys,0,29.466,36.429917,,,,8.018,,2376.9,2034.9,
7/26/16,Atlantic,Florida Keys,Florida Keys,0,29.704,36.554346,,,,8.019,,2384.8,2037.8,
7/26/16,Atlantic,Florida Keys,Florida Keys,0,29.578,36.372284,,,,8.017,,2374.5,2032.3,
7/26/16,Atlantic,Florida Keys,Florida Keys,0,29.634,36.486238,,,,8.006,,2376.4,2039.6,
7/26/16,Atlantic,Florida Keys,Florida Keys,0,29.686,36.382415,,,,8.009,,2372,2034.1,
7/26/16,Atlantic,Florida Keys,Florida Keys,0,29.515,36.437428,,,,8.013,,2375.2,2035.5,
7/26/16,Atlantic,Florida Keys,Florida Keys,0,29.893,36.352288,,,,8.006,,2341.1,2007.1,
7/27/16,Atlantic,Puerto Rico,Puerto Rico,0,29.4,36.069681,,,,8.015,,2351.4,2016.9,
7/27/16,Atlantic,Puerto Rico,Puerto Rico,0,29.6,36.045752,,,,8.019,,2350.5,2012.3,
7/27/16,Atlantic,Puerto Rico,Puerto Rico,0,30,36.162694,,,,8.009,,2336,2000.8,
7/28/16,Atlantic,Puerto Rico,Puerto Rico,0,29.2,35.881019,,,,8.019,,2342.3,2009.4,
7/28/16,Atlantic,Puerto Rico,Puerto Rico,0,30,36.194134,,,,8.006,,2333.6,2000.3,
8/1/16,Atlantic,Florida Keys,Florida Keys,0,31.1,35.3,,,,7.955,,2307.8,1994.4,
8/1/16,Atlantic,Florida Keys,Florida Keys,0,31.1,35.1,,,,7.961,,2309.6,1992.1,
8/1/16,Atlantic,Florida Keys,Florida Keys,0,31.1,35.1,,,,7.967,,2314.4,1992.9,
8/1/16,Atlantic,Florida Keys,Florida Keys,0,31,35,,,,7.971,,2318.1,1997.7,
8/1/16,Atlantic,Florida Keys,Florida Keys,0,31.1,35,,,,7.955,,2310,1999,
8/4/16,Atlantic,Puerto Rico,Puerto Rico,0,29.4,35.853157,,,,7.992,,2321.2,2006.1,
8/4/16,Atlantic,Puerto Rico,Puerto Rico,0,29.5,35.901635,,,,8.017,,2334.5,2000.9,
8/11/16,Atlantic,Puerto Rico,Puerto Rico,0,29.4,35.981903,,,,8.015,,2335.5,2003.4,
8/11/16,Atlantic,Puerto Rico,Puerto Rico,0,29.8,35.960593,,,,8.036,,2340.1,1990.7,
8/12/16,Atlantic,Puerto Rico,Puerto Rico,0,29.2,36.051339,,,,8.049,,2361.3,2006.1,
8/12/16,Atlantic,Puerto Rico,Puerto Rico,0,29.2,36.120773,,,,8.044,,2359.2,2006.8,
8/17/16,Atlantic,Puerto Rico,Puerto Rico,0,29.2,35.432809,,,,8.016,,2307.3,1983.4,
8/17/16,Atlantic,Puerto Rico,Puerto Rico,0,29.3,35.331909,,,,7.978,,2293.7,1994.2,
8/18/16,Atlantic,Puerto Rico,Puerto Rico,0,29.5,35.347634,,,,8.014,,2318.2,1992.9,
8/21/16,Atlantic,Florida Keys,Florida Keys,0,31.9,34.4,,,,7.94,,2280.1,1974.2,
8/21/16,Atlantic,Florida Keys,Florida Keys,0,31.2,34.4,,,,7.984,,2360.4,2025.4,
8/21/16,Atlantic,Florida Keys,Florida Keys,0,31.2,34.5,,,,7.972,,2354,2027.5,
8/21/16,Atlantic,Florida Keys,Florida Keys,0,31.3,34.5,,,,7.981,,2363.3,2028.9,
8/21/16,Atlantic,Florida Keys,Florida Keys,0,31.3,34.5,,,,7.984,,2362.1,2027,
8/21/16,Atlantic,Florida Keys,Florida Keys,0,31.5,34.5,,,,7.984,,2363.6,2028.6,
8/21/16,Atlantic,Florida Keys,Florida Keys,0,31.4,34.6,,,,7.985,,2361.9,2031.6,
8/21/16,Atlantic,Florida Keys,Florida Keys,0,31.3,34.5,,,,8.01,,2372.3,2022.1,
8/21/16,Atlantic,Florida Keys,Florida Keys,0,31.3,34.4,,,,7.997,,2369.2,2024.4,
8/21/16,Atlantic,Florida Keys,Florida Keys,0,30.7,34.3,,,,8.008,,2376.9,2032.4,
8/22/16,Atlantic,Puerto Rico,Puerto Rico,0,29.6,35.533704,,,,8.025,,2329.3,1993.1,
8/22/16,Atlantic,Puerto Rico,Puerto Rico,0,29.9,35.755234,,,,7.998,,2321.5,1998.6,
8/23/16,Atlantic,Puerto Rico,Puerto Rico,0,29.2,35.424947,,,,8.014,,2313.6,1990.7,
8/23/16,Atlantic,Puerto Rico,Puerto Rico,0,29.4,35.40136,,,,8.034,,2319.3,1981.1,
8/23/16,Atlantic,Puerto Rico,Puerto Rico,0,29.2,35.380394,,,,8.036,,2323.4,1985.9,
8/29/16,Atlantic,Puerto Rico,Puerto Rico,0,29.4,36.170554,,,,8.035,,2372.1,2021.8,
8/31/16,Atlantic,Puerto Rico,Puerto Rico,0,29.9,35.979283,,,,8.022,,2347.2,2004.7,
8/31/16,Atlantic,Puerto Rico,Puerto Rico,0,29.9,35.969764,,,,8.039,,2333.7,1982.2,
8/31/16,Atlantic,Puerto Rico,Puerto Rico,0,29.9,35.991074,,,,8.03,,2336.5,1989.7,
9/1/16,Atlantic,Puerto Rico,Puerto Rico,0,29.9,35.59101,,,,8.01,,2311.7,1984,
9/3/16,Atlantic,Florida Keys,Florida Keys,0,29.9,33.7,,,,7.948,,2274.6,1985.3,
9/3/16,Atlantic,Florida Keys,Florida Keys,0,29.5,34.1,,,,7.879,,2337.1,2084.8,
9/3/16,Atlantic,Florida Keys,Florida Keys,0,29.5,34.2,,,,7.879,,2361.5,2107.3,
9/3/16,Atlantic,Florida Keys,Florida Keys,0,29.6,34.1,,,,7.86,,2330.2,2087.3,
9/3/16,Atlantic,Florida Keys,Florida Keys,0,29.6,34.1,,,,7.869,,2336.9,2089.5,
9/3/16,Atlantic,Florida Keys,Florida Keys,0,29.6,34.2,,,,7.887,,2365.2,2104.9,
9/3/16,Atlantic,Florida Keys,Florida Keys,0,29.6,34.1,,,,7.858,,2327.7,2084.7,
9/3/16,Atlantic,Florida Keys,Florida Keys,0,29.6,34.1,,,,7.855,,2316.3,2074.7,
9/3/16,Atlantic,Florida Keys,Florida Keys,0,29.8,34.3,,,,7.944,,2366.5,2068.8,
9/3/16,Atlantic,Florida Keys,Florida Keys,0,29.6,34.3,,,,7.942,,2344.6,2051.8,
9/3/16,Atlantic,Florida Keys,Florida Keys,0,29.5,34.4,,,,7.948,,2318.8,2025.3,
9/8/16,Atlantic,Puerto Rico,Puerto Rico,0,29.6,35.924256,,,,7.998,,2345.9,2021.9,
9/8/16,Atlantic,Puerto Rico,Puerto Rico,0,29.5,35.963561,,,,7.986,,2331.4,2017.2,
9/9/16,Atlantic,Puerto Rico,Puerto Rico,0,29.6,35.801094,,,,8.038,,2355.6,2006.1,
9/12/16,Atlantic,Puerto Rico,Puerto Rico,0,29.8,35.861366,,,,8.022,,2340.4,2000.9,
9/12/16,Atlantic,U.S. Virgin Islands,St. Croix,15,29.3,35.774888,,,,8.021,,2349.8,2015.4,
9/12/16,Atlantic,Puerto Rico,Puerto Rico,0,29.8,35.857435,,,,7.987,,2344.3,2026.4,
9/12/16,Atlantic,U.S. Virgin Islands,St. Croix,15,29.3,35.693206,,,,8,,2351.8,2030.8,
9/13/16,Atlantic,U.S. Virgin Islands,St. Croix,15,29.3,35.78406,,,,8.005,,2332.4,2009.5,
9/13/16,Atlantic,U.S. Virgin Islands,St. Croix,15,29.3,35.814197,,,,7.981,,2327,2019.3,
9/13/16,Atlantic,U.S. Virgin Islands,St. Croix,15,29.3,35.805025,,,,7.992,,2311.8,1998.9,
9/13/16,Atlantic,Puerto Rico,Puerto Rico,0,29.5,35.811576,,,,8.034,,2343.8,1999.2,
9/13/16,Atlantic,U.S. Virgin Islands,St. Croix,15,29.3,35.815507,,,,8.016,,2343.2,2012.3,
9/14/16,Atlantic,U.S. Virgin Islands,St. Croix,15,29.3,35.628043,,,,8.038,,2340.4,1996.6,
9/14/16,Atlantic,U.S. Virgin Islands,St. Croix,15,29.3,35.603148,,,,8.076,,2375,2003.1,
9/14/16,Atlantic,U.S. Virgin Islands,St. Croix,15,29.3,35.578254,,,,7.96,,2311.5,2019.2,
9/14/16,Atlantic,U.S. Virgin Islands,St. Croix,15,29.3,35.701414,,,,7.971,,2319.1,2018.6,
9/15/16,Atlantic,U.S. Virgin Islands,St. Croix,15,29.3,35.659488,,,,7.999,,2322.6,2005.3,
9/15/16,Atlantic,Puerto Rico,Puerto Rico,0,29.5,35.900672,,,,8.031,,2348.9,2005.3,
9/17/16,Atlantic,Florida Keys,Florida Keys,0,31.4,34.7,,,,7.926,,2317.6,2021.4,
9/17/16,Atlantic,Florida Keys,Florida Keys,0,31.3,34.5,,,,7.944,,2322.5,2015.6,
9/17/16,Atlantic,Florida Keys,Florida Keys,0,31.3,34.5,,,,7.946,,2330.8,2021.8,
9/17/16,Atlantic,Florida Keys,Florida Keys,0,31.5,34.5,,,,7.946,,2327,2018.3,
9/17/16,Atlantic,Florida Keys,Florida Keys,0,31.5,34.5,,,,7.933,,2320.2,2020.4,
9/17/16,Atlantic,Florida Keys,Florida Keys,0,31.4,34.6,,,,7.944,,2324.5,2018.6,
9/17/16,Atlantic,Florida Keys,Florida Keys,0,31.4,34.5,,,,7.937,,2319,2017.6,
9/19/16,Atlantic,Florida Keys,Florida Keys,0,30.76,33.927408,,,,7.921,,2406.4,2128.6,
9/19/16,Atlantic,Florida Keys,Florida Keys,0,29.629,35.913774,,,,7.987,,2372.5,2053,
9/19/16,Atlantic,Florida Keys,Florida Keys,0,30.449,35.639835,,,,7.984,,2385.5,2061.4,
9/19/16,Atlantic,Florida Keys,Florida Keys,0,32.785,36.361805,,,,7.885,,2338.2,2052.8,
9/19/16,Atlantic,Florida Keys,Florida Keys,0,32.756,36.506846,,,,7.933,,2363.5,2046,
9/19/16,Atlantic,Florida Keys,Florida Keys,0,31.627,36.492787,,,,8.005,,2375.7,2021,
9/19/16,Atlantic,Florida Keys,Florida Keys,0,32.249,36.41027,,,,7.97,,2373.1,2036.2,
9/19/16,Atlantic,Florida Keys,Florida Keys,0,30.218,35.761438,,,,8.018,,2363.6,2020.7,
9/19/16,Atlantic,Florida Keys,Florida Keys,0,30.229,36.243565,,,,8.02,,2368.1,2019.6,
9/19/16,Atlantic,Florida Keys,Florida Keys,0,30.609,36.33264,,,,8.021,,2364.4,2011.2,
9/19/16,Atlantic,Florida Keys,Florida Keys,0,31.462,36.277972,,,,8.026,,2380.8,2015,
9/19/16,Atlantic,Florida Keys,Florida Keys,0,32.124,36.420748,,,,8.005,,2366.7,2008.7,
9/20/16,Atlantic,Florida Keys,Florida Keys,0,33.286,37.621453,,,,8.016,,2232.3,1860.8,
9/20/16,Atlantic,Florida Keys,Florida Keys,0,31.83,36.606734,,,,7.95,,2280.9,1967.8,
9/20/16,Atlantic,Florida Keys,Florida Keys,0,30.875,36.440396,,,,7.992,,2322.4,1989.2,
9/20/16,Atlantic,Florida Keys,Florida Keys,0,29.69,35.964871,,,,8.027,,2373,2026.8,
9/20/16,Atlantic,Florida Keys,Florida Keys,0,30.532,36.318579,,,,7.99,,2320.3,1992.6,
9/20/16,Atlantic,Florida Keys,Florida Keys,0,31.605,36.655192,,,,7.967,,2293.4,1970.3,
9/20/16,Atlantic,Florida Keys,Florida Keys,0,32.621,37.881913,,,,7.961,,2244.6,1912.1,
9/20/16,Atlantic,Florida Keys,Florida Keys,0,32.859,36.960315,,,,7.935,,2198.5,1891.2,
9/20/16,Atlantic,Florida Keys,Florida Keys,0,31.099,36.664359,,,,7.946,,2233.3,1933.2,
9/20/16,Atlantic,Florida Keys,Florida Keys,0,30.552,36.135184,,,,8.006,,2325.1,1987.9,
9/20/16,Atlantic,Florida Keys,Florida Keys,0,29.735,35.884603,,,,8.026,,2370.6,2025.7,
9/20/16,Atlantic,Florida Keys,Florida Keys,0,29.651,35.934737,,,,8.023,,2363.6,2021.6,
9/20/16,Atlantic,Florida Keys,Florida Keys,0,31.382,36.352288,,,,7.959,,2187.9,1884,
9/20/16,Atlantic,Florida Keys,Florida Keys,0,32.528,36.956038,,,,7.983,,2123.5,1797.4,
9/20/16,Atlantic,Florida Keys,Florida Keys,0,31.923,36.777946,,,,7.876,,2162.4,1900.9,
9/20/16,Atlantic,Florida Keys,Florida Keys,0,31.381,36.779256,,,,7.929,,2191.3,1902.1,
9/20/16,Atlantic,Florida Keys,Florida Keys,0,29.674,36.203304,,,,8.015,,2336.1,1999.7,
9/20/16,Atlantic,Florida Keys,Florida Keys,0,29.523,35.564805,,,,8.03,,2370.6,2027.5,
9/20/16,Atlantic,Florida Keys,Florida Keys,0,30.216,35.992384,,,,8.007,,2354.7,2018.1,
9/20/16,Atlantic,Florida Keys,Florida Keys,0,30.311,35.6539,,,,8.034,,2381.2,2026.3,
9/20/16,Atlantic,Florida Keys,Florida Keys,0,30.492,35.990727,,,,8.003,,2354.5,2018,
9/20/16,Atlantic,Florida Keys,Florida Keys,0,31.4,36.269764,,,,7.954,,2286.1,1976.8,
9/20/16,Atlantic,Florida Keys,Florida Keys,0,31.518,36.33395,,,,7.953,,2272.8,1963.6,
9/23/16,Atlantic,Florida Keys,Florida Keys,0,29.624,35.820401,,,,8.024,,2371.4,2029.1,
9/23/16,Atlantic,Florida Keys,Florida Keys,0,30.097,36.168897,,,,8.004,,2366.4,2030.1,
9/23/16,Atlantic,Florida Keys,Florida Keys,0,31.171,36.369316,,,,7.924,,2336.4,2041.8,
10/1/16,Atlantic,Florida Keys,Florida Keys,0,29.8,34.3,,,,7.864,,2281.5,2037.9,
10/1/16,Atlantic,Florida Keys,Florida Keys,0,29.9,34.5,,,,7.951,,2348.8,2052.1,
10/1/16,Atlantic,Florida Keys,Florida Keys,0,29.9,34.5,,,,7.948,,2345.8,2053.6,
10/1/16,Atlantic,Florida Keys,Florida Keys,0,29.8,34.3,,,,7.951,,2351.5,2052.9,
10/1/16,Atlantic,Florida Keys,Florida Keys,0,29.9,34.4,,,,7.95,,2349.7,2050.7,
10/1/16,Atlantic,Florida Keys,Florida Keys,0,29.8,34.4,,,,7.946,,2348,2052.2,
10/1/16,Atlantic,Florida Keys,Florida Keys,0,29.8,34.5,,,,7.959,,2354.9,2053.1,
10/1/16,Atlantic,Florida Keys,Florida Keys,0,29.8,34.5,,,,7.956,,2351.4,2052.2,
10/1/16,Atlantic,Florida Keys,Florida Keys,0,29.5,34.2,,,,8.035,,2354.7,2011.2,
10/1/16,Atlantic,Florida Keys,Florida Keys,0,29.7,34.2,,,,8.041,,2354.4,2004.6,
10/1/16,Atlantic,Florida Keys,Florida Keys,0,29.7,34,,,,8.017,,2341.6,2008,
10/13/16,Atlantic,Puerto Rico,Puerto Rico,0,29.4,34.962099,,,,8.031,,2293.1,1963.6,
10/13/16,Atlantic,Puerto Rico,Puerto Rico,0,29.4,34.978124,,,,8.034,,2300,1967.7,
10/13/16,Atlantic,Puerto Rico,Puerto Rico,0,29.8,35.038232,,,,8.009,,2303.4,1981.9,
10/13/16,Atlantic,Puerto Rico,Puerto Rico,0,30.5,35.072037,,,,8.064,,2298.1,1935.6,
10/13/16,Atlantic,Puerto Rico,Puerto Rico,0,30,35.061903,,,,8.013,,2296.9,1971.7,
